Date collected,Location,Provider,Source,Status,Time collected,bad signal ,internet ,landline internet ,limited channels ,mobile internet ,mobile phone ,no network or reception ,no signal ,no tv ,online viewing ,phone ,total blackout ,tv 
Thu 21 Mar 2019,madison,US-cellular,Down detector,No problems,13:27:17,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,cedar-rapids,US-cellular,Down detector,No problems,13:27:17,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,marion,US-cellular,Down detector,No problems,13:27:17,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,bedford,US-cellular,Down detector,No problems,13:27:17,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,monticello,US-cellular,Down detector,No problems,13:27:17,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,waterloo,US-cellular,Down detector,No problems,13:27:17,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,spruce-pine,US-cellular,Down detector,No problems,13:27:17,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,dallas,Bright-House-Networks,Down detector,No problems,13:15:02,,72%,,,,,,,,,,7%,19%
Thu 21 Mar 2019,chicago,Bright-House-Networks,Down detector,No problems,13:15:02,,72%,,,,,,,,,,7%,19%
Thu 21 Mar 2019,los-angeles,Bright-House-Networks,Down detector,No problems,13:15:02,,72%,,,,,,,,,,7%,19%
Thu 21 Mar 2019,houston,Bright-House-Networks,Down detector,No problems,13:15:02,,72%,,,,,,,,,,7%,19%
Thu 21 Mar 2019,brooklyn,Bright-House-Networks,Down detector,No problems,13:15:02,,72%,,,,,,,,,,7%,19%
Thu 21 Mar 2019,milwaukee,Bright-House-Networks,Down detector,No problems,13:15:02,,72%,,,,,,,,,,7%,19%
Thu 21 Mar 2019,new-york,Bright-House-Networks,Down detector,No problems,13:15:02,,72%,,,,,,,,,,7%,19%
Thu 21 Mar 2019,saint-louis,Bright-House-Networks,Down detector,No problems,13:15:02,,72%,,,,,,,,,,7%,19%
Thu 21 Mar 2019,dayton,Bright-House-Networks,Down detector,No problems,13:15:02,,72%,,,,,,,,,,7%,19%
Thu 21 Mar 2019,medford,Bright-House-Networks,Down detector,No problems,13:15:02,,72%,,,,,,,,,,7%,19%
Thu 21 Mar 2019,naples,Verizon-Wireless,Down detector,No problems,11:54:55,,,10%,,37%,51%,,,,,,,
Thu 21 Mar 2019,new-york,Verizon-Wireless,Down detector,No problems,11:54:55,,,10%,,37%,51%,,,,,,,
Thu 21 Mar 2019,philadelphia,Verizon-Wireless,Down detector,No problems,11:54:55,,,10%,,37%,51%,,,,,,,
Thu 21 Mar 2019,marco-island,Verizon-Wireless,Down detector,No problems,11:54:55,,,10%,,37%,51%,,,,,,,
Thu 21 Mar 2019,brooklyn,Verizon-Wireless,Down detector,No problems,11:54:55,,,10%,,37%,51%,,,,,,,
Thu 21 Mar 2019,charlotte,Verizon-Wireless,Down detector,No problems,11:54:55,,,10%,,37%,51%,,,,,,,
Thu 21 Mar 2019,sumter,Verizon-Wireless,Down detector,No problems,11:54:55,,,10%,,37%,51%,,,,,,,
Thu 21 Mar 2019,atlanta,Verizon-Wireless,Down detector,No problems,11:54:55,,,10%,,37%,51%,,,,,,,
Thu 21 Mar 2019,tampa,Verizon-Wireless,Down detector,No problems,11:54:55,,,10%,,37%,51%,,,,,,,
Thu 21 Mar 2019,indianapolis,Verizon-Wireless,Down detector,No problems,11:54:55,,,10%,,37%,51%,,,,,,,
Thu 21 Mar 2019,denver,CenturyLink,Down detector,Possible problems,13:12:08,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,minneapolis,CenturyLink,Down detector,Possible problems,13:12:08,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,phoenix,CenturyLink,Down detector,Possible problems,13:12:08,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,seattle,CenturyLink,Down detector,Possible problems,13:12:08,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,portland,CenturyLink,Down detector,Possible problems,13:12:08,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,albuquerque,CenturyLink,Down detector,Possible problems,13:12:08,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,dallas,CenturyLink,Down detector,Possible problems,13:12:08,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,boise,CenturyLink,Down detector,Possible problems,13:12:08,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,des-moines,CenturyLink,Down detector,Possible problems,13:12:08,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,saint-paul,CenturyLink,Down detector,Possible problems,13:12:08,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,naples,Verizon-Wireless,Down detector,No problems,13:12:11,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,new-york,Verizon-Wireless,Down detector,No problems,13:12:11,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,philadelphia,Verizon-Wireless,Down detector,No problems,13:12:11,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,marco-island,Verizon-Wireless,Down detector,No problems,13:12:11,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,brooklyn,Verizon-Wireless,Down detector,No problems,13:12:11,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,charlotte,Verizon-Wireless,Down detector,No problems,13:12:11,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,sumter,Verizon-Wireless,Down detector,No problems,13:12:11,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,atlanta,Verizon-Wireless,Down detector,No problems,13:12:11,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,tampa,Verizon-Wireless,Down detector,No problems,13:12:11,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,indianapolis,Verizon-Wireless,Down detector,No problems,13:12:11,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,denver,DirecTV,Down detector,No problems,13:36:46,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,albuquerque,DirecTV,Down detector,No problems,13:36:46,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,seattle,DirecTV,Down detector,No problems,13:36:46,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,chicago,DirecTV,Down detector,No problems,13:36:46,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,spokane,DirecTV,Down detector,No problems,13:36:46,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,phoenix,DirecTV,Down detector,No problems,13:36:46,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,portland,DirecTV,Down detector,No problems,13:36:46,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,minneapolis,DirecTV,Down detector,No problems,13:36:46,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,boise,DirecTV,Down detector,No problems,13:36:46,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,kennewick,DirecTV,Down detector,No problems,13:36:46,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,naples,Verizon,Down detector,No problems,13:27:17,,,9%,,39%,51%,,,,,,,
Thu 21 Mar 2019,new-york,Verizon,Down detector,No problems,13:27:17,,,9%,,39%,51%,,,,,,,
Thu 21 Mar 2019,philadelphia,Verizon,Down detector,No problems,13:27:17,,,9%,,39%,51%,,,,,,,
Thu 21 Mar 2019,marco-island,Verizon,Down detector,No problems,13:27:17,,,9%,,39%,51%,,,,,,,
Thu 21 Mar 2019,brooklyn,Verizon,Down detector,No problems,13:27:17,,,9%,,39%,51%,,,,,,,
Thu 21 Mar 2019,charlotte,Verizon,Down detector,No problems,13:27:17,,,9%,,39%,51%,,,,,,,
Thu 21 Mar 2019,sumter,Verizon,Down detector,No problems,13:27:17,,,9%,,39%,51%,,,,,,,
Thu 21 Mar 2019,atlanta,Verizon,Down detector,No problems,13:27:17,,,9%,,39%,51%,,,,,,,
Thu 21 Mar 2019,tampa,Verizon,Down detector,No problems,13:27:17,,,9%,,39%,51%,,,,,,,
Thu 21 Mar 2019,indianapolis,Verizon,Down detector,No problems,13:27:17,,,9%,,39%,51%,,,,,,,
Thu 21 Mar 2019,sumter,US-cellular,Down detector,No problems,13:12:16,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,burnsville,US-cellular,Down detector,No problems,13:12:16,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,preston,US-cellular,Down detector,No problems,13:12:16,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,madison,US-cellular,Down detector,No problems,13:12:16,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,cedar-rapids,US-cellular,Down detector,No problems,13:12:16,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,marion,US-cellular,Down detector,No problems,13:12:16,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,bedford,US-cellular,Down detector,No problems,13:12:16,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,monticello,US-cellular,Down detector,No problems,13:12:16,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,waterloo,US-cellular,Down detector,No problems,13:12:16,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,spruce-pine,US-cellular,Down detector,No problems,13:12:16,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,sumter,US-cellular,Down detector,No problems,13:10:49,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,burnsville,US-cellular,Down detector,No problems,13:10:49,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,preston,US-cellular,Down detector,No problems,13:10:49,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,madison,US-cellular,Down detector,No problems,13:10:49,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,cedar-rapids,US-cellular,Down detector,No problems,13:10:49,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,marion,US-cellular,Down detector,No problems,13:10:49,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,bedford,US-cellular,Down detector,No problems,13:10:49,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,monticello,US-cellular,Down detector,No problems,13:10:49,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,waterloo,US-cellular,Down detector,No problems,13:10:49,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,spruce-pine,US-cellular,Down detector,No problems,13:10:49,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,denver,CenturyLink,Down detector,Possible problems,11:54:55,,88%,,,,,,,,,9%,2%,
Thu 21 Mar 2019,minneapolis,CenturyLink,Down detector,Possible problems,11:54:55,,88%,,,,,,,,,9%,2%,
Thu 21 Mar 2019,phoenix,CenturyLink,Down detector,Possible problems,11:54:55,,88%,,,,,,,,,9%,2%,
Thu 21 Mar 2019,seattle,CenturyLink,Down detector,Possible problems,11:54:55,,88%,,,,,,,,,9%,2%,
Thu 21 Mar 2019,portland,CenturyLink,Down detector,Possible problems,11:54:55,,88%,,,,,,,,,9%,2%,
Thu 21 Mar 2019,albuquerque,CenturyLink,Down detector,Possible problems,11:54:55,,88%,,,,,,,,,9%,2%,
Thu 21 Mar 2019,dallas,CenturyLink,Down detector,Possible problems,11:54:55,,88%,,,,,,,,,9%,2%,
Thu 21 Mar 2019,boise,CenturyLink,Down detector,Possible problems,11:54:55,,88%,,,,,,,,,9%,2%,
Thu 21 Mar 2019,des-moines,CenturyLink,Down detector,Possible problems,11:54:55,,88%,,,,,,,,,9%,2%,
Thu 21 Mar 2019,saint-paul,CenturyLink,Down detector,Possible problems,11:54:55,,88%,,,,,,,,,9%,2%,
Thu 21 Mar 2019,boise,Cable-ONE,Down detector,No problems,13:15:02,,100%,,,,,,,,,,,
Thu 21 Mar 2019,houston,Cable-ONE,Down detector,No problems,13:15:02,,100%,,,,,,,,,,,
Thu 21 Mar 2019,phoenix,Cable-ONE,Down detector,No problems,13:15:02,,100%,,,,,,,,,,,
Thu 21 Mar 2019,meridian,Cable-ONE,Down detector,No problems,13:15:02,,100%,,,,,,,,,,,
Thu 21 Mar 2019,idaho-falls,Cable-ONE,Down detector,No problems,13:15:02,,100%,,,,,,,,,,,
Thu 21 Mar 2019,pocatello,Cable-ONE,Down detector,No problems,13:15:02,,100%,,,,,,,,,,,
Thu 21 Mar 2019,rio-rancho,Cable-ONE,Down detector,No problems,13:15:02,,100%,,,,,,,,,,,
Thu 21 Mar 2019,sioux-city,Cable-ONE,Down detector,No problems,13:15:02,,100%,,,,,,,,,,,
Thu 21 Mar 2019,prescott,Cable-ONE,Down detector,No problems,13:15:02,,100%,,,,,,,,,,,
Thu 21 Mar 2019,dallas,Cable-ONE,Down detector,No problems,13:15:02,,100%,,,,,,,,,,,
Thu 21 Mar 2019,naples,Verizon,Down detector,No problems,13:15:02,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,new-york,Verizon,Down detector,No problems,13:15:02,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,philadelphia,Verizon,Down detector,No problems,13:15:02,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,marco-island,Verizon,Down detector,No problems,13:15:02,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,brooklyn,Verizon,Down detector,No problems,13:15:02,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,charlotte,Verizon,Down detector,No problems,13:15:02,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,sumter,Verizon,Down detector,No problems,13:15:02,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,atlanta,Verizon,Down detector,No problems,13:15:02,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,tampa,Verizon,Down detector,No problems,13:15:02,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,indianapolis,Verizon,Down detector,No problems,13:15:02,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,brooklyn,Atlantic-Broadband,Down detector,No problems,13:12:16,,90%,,,,,,,,,,10%,
Thu 21 Mar 2019,evington,Atlantic-Broadband,Down detector,No problems,13:12:16,,90%,,,,,,,,,,10%,
Thu 21 Mar 2019,bethel,Atlantic-Broadband,Down detector,No problems,13:12:16,,90%,,,,,,,,,,10%,
Thu 21 Mar 2019,cumberland,Atlantic-Broadband,Down detector,No problems,13:12:16,,90%,,,,,,,,,,10%,
Thu 21 Mar 2019,bedford,Atlantic-Broadband,Down detector,No problems,13:12:16,,90%,,,,,,,,,,10%,
Thu 21 Mar 2019,johnstown,Atlantic-Broadband,Down detector,No problems,13:12:16,,90%,,,,,,,,,,10%,
Thu 21 Mar 2019,bradford,Atlantic-Broadband,Down detector,No problems,13:12:16,,90%,,,,,,,,,,10%,
Thu 21 Mar 2019,randallstown,Atlantic-Broadband,Down detector,No problems,13:12:16,,90%,,,,,,,,,,10%,
Thu 21 Mar 2019,bowie,Atlantic-Broadband,Down detector,No problems,13:12:16,,90%,,,,,,,,,,10%,
Thu 21 Mar 2019,lexington-park,Atlantic-Broadband,Down detector,No problems,13:12:16,,90%,,,,,,,,,,10%,
Thu 21 Mar 2019,denver,Dish-Network,Down detector,No problems,13:12:16,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,tucson,Dish-Network,Down detector,No problems,13:12:16,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,seattle,Dish-Network,Down detector,No problems,13:12:16,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,portland,Dish-Network,Down detector,No problems,13:12:16,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,albuquerque,Dish-Network,Down detector,No problems,13:12:16,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,dallas,Dish-Network,Down detector,No problems,13:12:16,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,phoenix,Dish-Network,Down detector,No problems,13:12:16,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,colorado-springs,Dish-Network,Down detector,No problems,13:12:16,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,irving,Dish-Network,Down detector,No problems,13:12:16,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,lincoln,Dish-Network,Down detector,No problems,13:12:16,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,naples,Verizon-Wireless,Down detector,No problems,13:28:14,,,9%,,39%,51%,,,,,,,
Thu 21 Mar 2019,new-york,Verizon-Wireless,Down detector,No problems,13:28:14,,,9%,,39%,51%,,,,,,,
Thu 21 Mar 2019,philadelphia,Verizon-Wireless,Down detector,No problems,13:28:14,,,9%,,39%,51%,,,,,,,
Thu 21 Mar 2019,marco-island,Verizon-Wireless,Down detector,No problems,13:28:14,,,9%,,39%,51%,,,,,,,
Thu 21 Mar 2019,brooklyn,Verizon-Wireless,Down detector,No problems,13:28:14,,,9%,,39%,51%,,,,,,,
Thu 21 Mar 2019,charlotte,Verizon-Wireless,Down detector,No problems,13:28:14,,,9%,,39%,51%,,,,,,,
Thu 21 Mar 2019,sumter,Verizon-Wireless,Down detector,No problems,13:28:14,,,9%,,39%,51%,,,,,,,
Thu 21 Mar 2019,atlanta,Verizon-Wireless,Down detector,No problems,13:28:14,,,9%,,39%,51%,,,,,,,
Thu 21 Mar 2019,tampa,Verizon-Wireless,Down detector,No problems,13:28:14,,,9%,,39%,51%,,,,,,,
Thu 21 Mar 2019,indianapolis,Verizon-Wireless,Down detector,No problems,13:28:14,,,9%,,39%,51%,,,,,,,
Thu 21 Mar 2019,san-francisco,MegaPath,Down detector,No problems,13:12:11,,,,,,,,,,,,,
Thu 21 Mar 2019,toledo,MegaPath,Down detector,No problems,13:12:11,,,,,,,,,,,,,
Thu 21 Mar 2019,coalville,MegaPath,Down detector,No problems,13:12:11,,,,,,,,,,,,,
Thu 21 Mar 2019,san-marcos,MegaPath,Down detector,No problems,13:12:11,,,,,,,,,,,,,
Thu 21 Mar 2019,riverside,MegaPath,Down detector,No problems,13:12:11,,,,,,,,,,,,,
Thu 21 Mar 2019,san-diego,MegaPath,Down detector,No problems,13:12:11,,,,,,,,,,,,,
Thu 21 Mar 2019,petaluma,MegaPath,Down detector,No problems,13:12:11,,,,,,,,,,,,,
Thu 21 Mar 2019,littleton,MegaPath,Down detector,No problems,13:12:11,,,,,,,,,,,,,
Thu 21 Mar 2019,urbana,MegaPath,Down detector,No problems,13:12:11,,,,,,,,,,,,,
Thu 21 Mar 2019,milwaukee,MegaPath,Down detector,No problems,13:12:11,,,,,,,,,,,,,
Thu 21 Mar 2019,dallas,charter-communications,Down detector,No problems,13:10:49,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,chicago,charter-communications,Down detector,No problems,13:10:49,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,los-angeles,charter-communications,Down detector,No problems,13:10:49,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,houston,charter-communications,Down detector,No problems,13:10:49,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,brooklyn,charter-communications,Down detector,No problems,13:10:49,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,milwaukee,charter-communications,Down detector,No problems,13:10:49,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,new-york,charter-communications,Down detector,No problems,13:10:49,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,saint-louis,charter-communications,Down detector,No problems,13:10:49,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,dayton,charter-communications,Down detector,No problems,13:10:49,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,medford,charter-communications,Down detector,No problems,13:10:49,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,brooklyn,optimum-cablevision,Down detector,No problems,13:13:25,,85%,,,,,,,,,,10%,
Thu 21 Mar 2019,bronx,optimum-cablevision,Down detector,No problems,13:13:25,,85%,,,,,,,,,,10%,
Thu 21 Mar 2019,new-york,optimum-cablevision,Down detector,No problems,13:13:25,,85%,,,,,,,,,,10%,
Thu 21 Mar 2019,corona,optimum-cablevision,Down detector,No problems,13:13:25,,85%,,,,,,,,,,10%,
Thu 21 Mar 2019,stamford,optimum-cablevision,Down detector,No problems,13:13:25,,85%,,,,,,,,,,10%,
Thu 21 Mar 2019,newark,optimum-cablevision,Down detector,No problems,13:13:25,,85%,,,,,,,,,,10%,
Thu 21 Mar 2019,bayonne,optimum-cablevision,Down detector,No problems,13:13:25,,85%,,,,,,,,,,10%,
Thu 21 Mar 2019,bridgeport,optimum-cablevision,Down detector,No problems,13:13:25,,85%,,,,,,,,,,10%,
Thu 21 Mar 2019,new-rochelle,optimum-cablevision,Down detector,No problems,13:13:25,,85%,,,,,,,,,,10%,
Thu 21 Mar 2019,wayne,optimum-cablevision,Down detector,No problems,13:13:25,,85%,,,,,,,,,,10%,
Thu 21 Mar 2019,brooklyn,optimum-cablevision,Down detector,No problems,13:27:17,,86%,,,,,,,,,,10%,
Thu 21 Mar 2019,bronx,optimum-cablevision,Down detector,No problems,13:27:17,,86%,,,,,,,,,,10%,
Thu 21 Mar 2019,new-york,optimum-cablevision,Down detector,No problems,13:27:17,,86%,,,,,,,,,,10%,
Thu 21 Mar 2019,corona,optimum-cablevision,Down detector,No problems,13:27:17,,86%,,,,,,,,,,10%,
Thu 21 Mar 2019,stamford,optimum-cablevision,Down detector,No problems,13:27:17,,86%,,,,,,,,,,10%,
Thu 21 Mar 2019,newark,optimum-cablevision,Down detector,No problems,13:27:17,,86%,,,,,,,,,,10%,
Thu 21 Mar 2019,bayonne,optimum-cablevision,Down detector,No problems,13:27:17,,86%,,,,,,,,,,10%,
Thu 21 Mar 2019,bridgeport,optimum-cablevision,Down detector,No problems,13:27:17,,86%,,,,,,,,,,10%,
Thu 21 Mar 2019,new-rochelle,optimum-cablevision,Down detector,No problems,13:27:17,,86%,,,,,,,,,,10%,
Thu 21 Mar 2019,wayne,optimum-cablevision,Down detector,No problems,13:27:17,,86%,,,,,,,,,,10%,
Thu 21 Mar 2019,huntsville,Google-Fiber,Down detector,No problems,11:54:55,,100%,,,,,,,,,,,
Thu 21 Mar 2019,charlotte,Google-Fiber,Down detector,No problems,11:54:55,,100%,,,,,,,,,,,
Thu 21 Mar 2019,atlanta,Google-Fiber,Down detector,No problems,11:54:55,,100%,,,,,,,,,,,
Thu 21 Mar 2019,madison,Google-Fiber,Down detector,No problems,11:54:55,,100%,,,,,,,,,,,
Thu 21 Mar 2019,kansas-city,Google-Fiber,Down detector,No problems,11:54:55,,100%,,,,,,,,,,,
Thu 21 Mar 2019,orlando,Google-Fiber,Down detector,No problems,11:54:55,,100%,,,,,,,,,,,
Thu 21 Mar 2019,phenix-city,Google-Fiber,Down detector,No problems,11:54:55,,100%,,,,,,,,,,,
Thu 21 Mar 2019,saint-louis,Google-Fiber,Down detector,No problems,11:54:55,,100%,,,,,,,,,,,
Thu 21 Mar 2019,houston,Google-Fiber,Down detector,No problems,11:54:55,,100%,,,,,,,,,,,
Thu 21 Mar 2019,dayton,Google-Fiber,Down detector,No problems,11:54:55,,100%,,,,,,,,,,,
Thu 21 Mar 2019,dallas,charter-communications,Down detector,No problems,11:54:55,,68%,,,,,,,,,,7%,23%
Thu 21 Mar 2019,chicago,charter-communications,Down detector,No problems,11:54:55,,68%,,,,,,,,,,7%,23%
Thu 21 Mar 2019,los-angeles,charter-communications,Down detector,No problems,11:54:55,,68%,,,,,,,,,,7%,23%
Thu 21 Mar 2019,houston,charter-communications,Down detector,No problems,11:54:55,,68%,,,,,,,,,,7%,23%
Thu 21 Mar 2019,brooklyn,charter-communications,Down detector,No problems,11:54:55,,68%,,,,,,,,,,7%,23%
Thu 21 Mar 2019,milwaukee,charter-communications,Down detector,No problems,11:54:55,,68%,,,,,,,,,,7%,23%
Thu 21 Mar 2019,new-york,charter-communications,Down detector,No problems,11:54:55,,68%,,,,,,,,,,7%,23%
Thu 21 Mar 2019,saint-louis,charter-communications,Down detector,No problems,11:54:55,,68%,,,,,,,,,,7%,23%
Thu 21 Mar 2019,dayton,charter-communications,Down detector,No problems,11:54:55,,68%,,,,,,,,,,7%,23%
Thu 21 Mar 2019,medford,charter-communications,Down detector,No problems,11:54:55,,68%,,,,,,,,,,7%,23%
Thu 21 Mar 2019,dallas,att,Down detector,No problems,13:15:02,,49%,,,,,20%,,,,29%,,
Thu 21 Mar 2019,sumter,att,Down detector,No problems,13:15:02,,49%,,,,,20%,,,,29%,,
Thu 21 Mar 2019,houston,att,Down detector,No problems,13:15:02,,49%,,,,,20%,,,,29%,,
Thu 21 Mar 2019,chicago,att,Down detector,No problems,13:15:02,,49%,,,,,20%,,,,29%,,
Thu 21 Mar 2019,atlanta,att,Down detector,No problems,13:15:02,,49%,,,,,20%,,,,29%,,
Thu 21 Mar 2019,los-angeles,att,Down detector,No problems,13:15:02,,49%,,,,,20%,,,,29%,,
Thu 21 Mar 2019,phoenix,att,Down detector,No problems,13:15:02,,49%,,,,,20%,,,,29%,,
Thu 21 Mar 2019,milwaukee,att,Down detector,No problems,13:15:02,,49%,,,,,20%,,,,29%,,
Thu 21 Mar 2019,orlando,att,Down detector,No problems,13:15:02,,49%,,,,,20%,,,,29%,,
Thu 21 Mar 2019,new-york,att,Down detector,No problems,13:15:02,,49%,,,,,20%,,,,29%,,
Thu 21 Mar 2019,huntsville,Google-Fiber,Down detector,No problems,13:10:49,,100%,,,,,,,,,,,
Thu 21 Mar 2019,charlotte,Google-Fiber,Down detector,No problems,13:10:49,,100%,,,,,,,,,,,
Thu 21 Mar 2019,atlanta,Google-Fiber,Down detector,No problems,13:10:49,,100%,,,,,,,,,,,
Thu 21 Mar 2019,madison,Google-Fiber,Down detector,No problems,13:10:49,,100%,,,,,,,,,,,
Thu 21 Mar 2019,kansas-city,Google-Fiber,Down detector,No problems,13:10:49,,100%,,,,,,,,,,,
Thu 21 Mar 2019,orlando,Google-Fiber,Down detector,No problems,13:10:49,,100%,,,,,,,,,,,
Thu 21 Mar 2019,phenix-city,Google-Fiber,Down detector,No problems,13:10:49,,100%,,,,,,,,,,,
Thu 21 Mar 2019,saint-louis,Google-Fiber,Down detector,No problems,13:10:49,,100%,,,,,,,,,,,
Thu 21 Mar 2019,houston,Google-Fiber,Down detector,No problems,13:10:49,,100%,,,,,,,,,,,
Thu 21 Mar 2019,dayton,Google-Fiber,Down detector,No problems,13:10:49,,100%,,,,,,,,,,,
Thu 21 Mar 2019,sumter,US-cellular,Down detector,No problems,13:33:10,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,burnsville,US-cellular,Down detector,No problems,13:33:10,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,preston,US-cellular,Down detector,No problems,13:33:10,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,madison,US-cellular,Down detector,No problems,13:33:10,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,cedar-rapids,US-cellular,Down detector,No problems,13:33:10,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,marion,US-cellular,Down detector,No problems,13:33:10,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,bedford,US-cellular,Down detector,No problems,13:33:10,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,monticello,US-cellular,Down detector,No problems,13:33:10,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,waterloo,US-cellular,Down detector,No problems,13:33:10,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,spruce-pine,US-cellular,Down detector,No problems,13:33:10,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,san-francisco,MegaPath,Down detector,No problems,13:36:46,,,,,,,,,,,,,
